10.7892	10.2488	9.68354	9.09463	8.48344	7.85142	7.20018	6.53148	5.88192	5.34821	4.83616	4.34637	3.8794	3.43569	3.01566	2.61963	2.2479	1.9007	1.57823	1.28065	1.0081	0.760691	0.538517	0.341666	0.17022	0.0242635	-0.0961086	-0.190788	-0.259645	-0.302523	-0.319232	-0.309541	-0.273175	-0.209806	-0.119047	-0.000449776	0.146508	0.322424	0.527979	0.763941	1.03118	1.33065	1.66345	2.03074	2.43384	2.8742	3.35336	3.87304	4.43509	5.04151	5.69447	6.27381	6.8092	7.33061	7.8363	8.32475	8.79455	9.24444
10.3605	9.78825	9.19011	8.5673	7.92114	7.25303	6.56454	5.87147	5.3141	4.77824	4.26454	3.77357	3.30582	2.86171	2.44159	2.04576	1.67446	1.32789	1.00621	0.709536	0.437966	0.191573	-0.0295853	-0.22546	-0.396006	-0.541174	-0.660906	-0.755129	-0.823747	-0.866637	-0.883642	-0.874564	-0.83916	-0.777132	-0.688125	-0.571718	-0.427419	-0.25466	-0.0527872	0.178942	0.441367	0.735427	1.06217	1.42277	1.8185	2.25077	2.72113	3.23127	3.78301	4.37834	5.01939	5.70846	6.29077	6.84422	7.38075	7.89885	8.39716	8.87449
9.93485	9.33091	8.7	8.04331	7.36211	6.6578	5.93185	5.3325	4.77298	4.23548	3.72063	3.22894	2.76086	2.31677	1.89698	1.50174	1.13127	0.785707	0.465179	0.169768	-0.10047	-0.345497	-0.565294	-0.759846	-0.929145	-1.07317	-1.19191	-1.28532	-1.35333	-1.39585	-1.41276	-1.40389	-1.36903	-1.3079	-1.22019	-1.10549	-0.963355	-0.793228	-0.594486	-0.366412	-0.108191	0.181092	0.502465	0.857068	1.24616	1.67114	2.13353	2.63499	3.17733	3.76251	4.39266	5.07005	5.77782	6.36341	6.93074	7.47837	8.00502	8.50952
9.51485	8.87948	8.216	7.52558	6.80945	6.06895	5.40385	4.82075	4.25954	3.72086	3.20527	2.71326	2.24523	1.80153	1.38241	0.988105	0.61877	0.274525	-0.0445496	-0.338407	-0.607025	-0.850404	-1.06856	-1.26151	-1.42928	-1.57188	-1.68934	-1.78163	-1.84872	-1.89056	-1.90705	-1.89804	-1.86336	-1.80277	-1.71595	-1.60256	-1.46214	-1.29418	-1.09808	-0.873146	-0.618583	-0.333498	-0.0168866	0.332371	0.715519	1.13393	1.5891	2.08268	2.61646	3.1924	3.81259	4.4793	5.19497	5.89138	6.48929	7.06615	7.62075	8.15201
9.10305	8.43664	7.74095	7.01709	6.26627	5.52858	4.922	4.33711	3.77461	3.23512	2.71916	2.22717	1.75951	1.31649	0.898335	0.505225	0.137288	-0.205394	-0.522777	-0.814849	-1.08162	-1.32313	-1.53942	-1.73055	-1.89657	-2.03753	-2.15346	-2.2444	-2.31034	-2.35123	-2.36703	-2.35761	-2.32281	-2.26243	-2.17618	-2.06372	-1.92464	-1.75845	-1.56456	-1.34231	-1.09091	-0.809502	-0.497097	-0.152593	0.225232	0.637733	1.0864	1.57285	2.09888	2.6664	3.27752	3.93448	4.63971	5.39583	6.05942	6.66499	7.24699	7.80441
8.702	8.00509	7.27767	6.52083	5.73571	5.07716	4.46863	3.88231	3.31888	2.7789	2.26286	1.77117	1.30414	0.862044	0.445075	0.053375	-0.312964	-0.653894	-0.969406	-1.25952	-1.52428	-1.76375	-1.97802	-2.16716	-2.33126	-2.4704	-2.58465	-2.67405	-2.73863	-2.77839	-2.79328	-2.78321	-2.74805	-2.68761	-2.60165	-2.48983	-2.35177	-2.18699	-1.99493	-1.77494	-1.52628	-1.24808	-0.939377	-0.599089	-0.226009	0.181201	0.624013	1.10404	1.62305	2.18295	2.78583	3.43393	4.12966	4.87563	5.64409	6.27766	6.88629	7.46911
8.3142	7.58748	6.829	6.03978	5.28666	4.65452	4.04438	3.45695	2.89288	2.35268	1.83681	1.34564	0.879444	0.438461	0.0228496	-0.367283	-0.731877	-1.07092	-1.38443	-1.67246	-1.9351	-2.17242	-2.38455	-2.57159	-2.73366	-2.87087	-2.9833	-3.07104	-3.13413	-3.17259	-3.1864	-3.17551	-3.1398	-3.0791	-2.99318	-2.88174	-2.74441	-2.58074	-2.39019	-2.17212	-1.92579	-1.65038	-1.34492	-1.00836	-0.639496	-0.237009	0.20056	0.674814	1.1875	1.74053	2.33596	2.97604	3.66316	4.39992	5.18909	5.90681	6.54114	7.14841
7.94213	7.18647	6.39773	5.5769	4.89519	4.26122	3.64977	3.0615	2.49703	1.95683	1.44132	0.950841	0.485638	0.045906	-0.368225	-0.75668	-1.11943	-1.4565	-1.76793	-2.05381	-2.31425	-2.54936	-2.75929	-2.94417	-3.10414	-3.23934	-3.34988	-3.43586	-3.49737	-3.53443	-3.54705	-3.5352	-3.49878	-3.43765	-3.35159	-3.24032	-3.1035	-2.94068	-2.75134	-2.53487	-2.29054	-2.01753	-1.71491	-1.38162	-1.01649	-0.618201	-0.185307	0.283782	0.790804	1.33766	1.9264	2.55925	3.23862	3.96708	4.7474	5.55497	6.21386	6.84446
7.58822	6.80463	5.98662	5.19097	4.53322	3.89771	3.28519	2.69631	2.13162	1.59159	1.0766	0.586939	0.122835	-0.315552	-0.728125	-1.11484	-1.4757	-1.81074	-2.12006	-2.40376	-2.66198	-2.89485	-3.10256	-3.28525	-3.4431	-3.57626	-3.68488	-3.76907	-3.82893	-3.86453	-3.87589	-3.86299	-3.82575	-3.76406	-3.67771	-3.56645	-3.42993	-3.26775	-3.07938	-2.86422	-2.62158	-2.35064	-2.05048	-1.72006	-1.35821	-0.963632	-0.534884	-0.0703879	0.431587	0.972929	1.55569	2.18208	2.85451	3.57553	4.34793	5.17465	5.90661	6.55928
7.25481	6.44447	5.59838	4.86067	4.20112	3.56429	2.95091	2.36159	1.79685	1.25712	0.742748	0.253996	-0.20894	-0.645931	-1.05691	-1.44186	-1.80081	-2.13383	-2.44104	-2.72257	-2.97857	-3.20923	-3.41473	-3.59526	-3.751	-3.88213	-3.98883	-4.07122	-4.12943	-4.16354	-4.17359	-4.15958	-4.12146	-4.05911	-3.97237	-3.86097	-3.72461	-3.56286	-3.37525	-3.16118	-2.91996	-2.65078	-2.35274	-2.02481	-1.66583	-1.2745	-0.849407	-0.388964	0.108548	0.64501	1.22247	1.84314	2.5094	3.22384	3.9892	4.80845	5.62137	6.29468
6.94414	6.10844	5.24376	4.56025	3.89912	3.26117	2.6471	2.05748	1.4928	0.953464	0.439781	-0.048011	-0.509746	-0.945324	-1.3547	-1.7379	-2.09496	-2.426	-2.73114	-3.01054	-3.26439	-3.49288	-3.69622	-3.87463	-4.02831	-4.15746	-4.26227	-4.34289	-4.39946	-4.43209	-4.44082	-4.42569	-4.38664	-4.32358	-4.23635	-4.12473	-3.98838	-3.82694	-3.6399	-3.4267	-3.18665	-2.91896	-2.62274	-2.29695	-1.94045	-1.55196	-1.13004	-0.673143	-0.179538	0.352649	0.925458	1.5411	2.20196	2.91061	3.66981	4.48251	5.35187	6.05231
6.65833	5.79885	4.97522	4.28986	3.62735	2.98845	2.37382	1.78401	1.21948	0.680589	0.167634	-0.319179	-0.779713	-1.21389	-1.62171	-2.00319	-2.35842	-2.68753	-2.99067	-3.26802	-3.51979	-3.7462	-3.94747	-4.12384	-4.27554	-4.40278	-4.50576	-4.58467	-4.63965	-4.67083	-4.67827	-4.66201	-4.62202	-4.55822	-4.47046	-4.35852	-4.2221	-4.06082	-3.87421	-3.66169	-3.4226	-3.15616	-2.86146	-2.5375	-2.18312	-1.79706	-1.37788	-0.924039	-0.433809	0.0946821	0.663472	1.27477	1.93096	2.63462	3.38849	4.19555	5.05893	5.83359
6.39937	5.51787	4.73658	4.04958	3.38585	2.74614	2.13105	1.54113	0.976792	0.438387	-0.0738292	-0.559674	-1.01903	-1.45186	-1.85817	-2.23801	-2.59149	-2.91876	-3.21999	-3.4954	-3.74519	-3.96962	-4.16893	-4.34337	-4.49319	-4.61861	-4.71986	-4.79714	-4.8506	-4.88038	-4.88657	-4.86922	-4.8283	-4.76375	-4.67542	-4.56312	-4.42655	-4.26533	-4.07901	-3.86702	-3.62869	-3.36326	-3.06983	-2.74739	-2.3948	-2.01078	-1.59393	-1.14267	-0.655304	-0.129949	0.43543	1.04304	1.69528	2.39471	3.14409	3.94638	4.80474	5.63976
6.16906	5.2675	4.52785	3.83938	3.17457	2.53414	1.91869	1.32871	0.764599	0.226683	-0.284809	-0.769717	-1.22795	-1.6595	-2.06437	-2.44266	-2.7945	-3.12004	-3.41949	-3.69307	-3.94102	-4.1636	-4.36107	-4.53371	-4.68176	-4.80549	-4.90512	-4.98086	-5.0329	-5.06136	-5.06637	-5.04796	-5.00614	-4.94085	-4.85195	-4.73925	-4.60246	-4.44123	-4.25508	-4.04347	-3.80573	-3.54109	-3.24868	-2.92748	-2.57635	-2.19402	-1.77908	-1.32996	-0.844959	-0.322196	0.240368	0.844944	1.49392	2.18988	2.93557	3.73397	4.58824	5.47189
5.96902	5.06199	4.34894	3.65914	2.99337	2.35232	1.73656	1.14655	0.582684	0.0452449	-0.465555	-0.94958	-1.40676	-1.8371	-2.24065	-2.6175	-2.96781	-3.29175	-3.58955	-3.86145	-4.10769	-4.32857	-4.52436	-4.69533	-4.84177	-4.96393	-5.06206	-5.13639	-5.1871	-5.21434	-5.21824	-5.19884	-5.15617	-5.09015	-5.00069	-4.88757	-4.75052	-4.58919	-4.40311	-4.19174	-3.95443	-3.6904	-3.39877	-3.07853	-2.72855	-2.34756	-1.93413	-1.48671	-1.00359	-0.482886	0.0774465	0.679621	1.32603	2.01926	2.76207	3.55744	4.40853	5.31874
5.8006	4.91427	4.19967	3.50868	2.84205	2.20046	1.58443	0.994417	0.430783	-0.106207	-0.616363	-1.09957	-1.55578	-1.98502	-2.38735	-2.76288	-3.1118	-3.43429	-3.73059	-4.00095	-4.24566	-4.46499	-4.65924	-4.8287	-4.97367	-5.09441	-5.19119	-5.26422	-5.31373	-5.33985	-5.34273	-5.32242	-5.27894	-5.21224	-5.12221	-5.00866	-4.87132	-4.70982	-4.52373	-4.31248	-4.07543	-3.81181	-3.52074	-3.20121	-2.85207	-2.47207	-2.05977	-1.61362	-1.1319	-0.61272	-0.0540407	0.546362	1.19089	1.88213	2.62285	3.41604	4.26488	5.17276
5.66493	4.7958	4.07981	3.38775	2.72036	2.07827	1.46201	0.872004	0.308589	-0.227989	-0.73756	-1.22003	-1.67536	-2.1036	-2.50483	-2.87919	-3.22686	-3.54804	-3.843	-4.112	-4.35532	-4.57327	-4.76615	-4.93428	-5.07793	-5.1974	-5.29296	-5.36485	-5.41326	-5.43838	-5.44033	-5.41918	-5.37496	-5.30761	-5.21704	-5.10305	-4.96538	-4.80366	-4.61746	-4.40622	-4.16928	-3.90589	-3.61515	-3.29605	-2.94746	-2.5681	-2.15655	-1.71124	-1.23043	-0.712259	-0.154656	0.444604	1.08793	1.77792	2.51735	3.30922	4.15672	5.06324
5.56284	4.7063	3.98906	3.29604	2.62796	1.98544	1.36898	0.778982	0.215763	-0.320447	-0.829496	-1.31131	-1.76587	-2.19323	-2.59349	-2.9668	-3.31337	-3.63341	-3.92718	-4.19498	-4.43709	-4.65383	-4.84551	-5.01245	-5.15495	-5.27331	-5.3678	-5.43867	-5.48612	-5.51034	-5.51146	-5.48955	-5.44465	-5.3767	-5.2856	-5.17117	-5.03313	-4.87114	-4.68473	-4.47337	-4.2364	-3.97304	-3.68241	-3.36349	-3.01515	-2.63609	-2.22489	-1.77998	-1.29962	-0.781915	-0.224809	0.37394	1.01675	1.70623	2.44517	3.23658	4.08366	4.98982
5.49488	4.64541	3.92707	3.2332	2.56453	1.92163	1.30498	0.71499	0.151943	-0.383945	-0.892538	-1.37378	-1.82766	-2.25425	-2.65367	-3.02608	-3.37169	-3.69074	-3.9835	-4.25026	-4.49132	-4.70702	-4.89767	-5.0636	-5.20511	-5.32251	-5.41607	-5.48605	-5.53267	-5.5561	-5.55648	-5.53389	-5.48836	-5.41984	-5.32823	-5.21334	-5.0749	-4.91256	-4.72587	-4.51426	-4.27709	-4.01358	-3.72282	-3.40382	-3.05541	-2.6763	-2.26506	-1.82011	-1.33971	-0.821942	-0.264745	0.334133	0.977122	1.66684	2.4061	3.19791	4.0455	4.95228
5.4613	4.61276	3.89345	3.19886	2.52966	1.88643	1.26964	0.679651	0.116754	-0.418856	-0.927056	-1.4078	-1.8611	-2.28704	-2.68575	-3.05739	-3.40219	-3.7204	-4.01229	-4.27818	-4.51836	-4.73318	-4.92296	-5.08802	-5.2287	-5.34528	-5.43806	-5.50729	-5.55318	-5.57592	-5.57565	-5.55245	-5.50634	-5.43728	-5.34516	-5.2298	-5.09092	-4.92816	-4.74107	-4.52909	-4.29155	-4.02767	-3.73656	-3.41718	-3.06839	-2.68887	-2.27719	-1.83175	-1.3508	-0.832425	-0.27454	0.325118	0.968991	1.65971	2.40011	3.19321	4.04224	4.95066
5.46207	4.60792	3.8878	3.19259	2.52296	1.87946	1.26255	0.672576	0.109814	-0.425552	-0.933416	-1.41374	-1.86655	-2.29194	-2.69005	-3.06105	-3.40517	-3.72268	-4.01386	-4.27902	-4.51848	-4.73257	-4.92163	-5.08599	-5.22597	-5.34187	-5.43399	-5.50258	-5.54785	-5.57	-5.56915	-5.54539	-5.49873	-5.42915	-5.33652	-5.22065	-5.08127	-4.91801	-4.7304	-4.51789	-4.27981	-4.01535	-3.72363	-3.40359	-3.05407	-2.67377	-2.26122	-1.81483	-1.33282	-0.813275	-0.254086	0.347019	0.9925	1.685	2.42737	3.22265	4.0741	4.98517
5.49689	4.63044	3.90966	3.21397	2.54401	1.90031	1.28332	0.69338	0.130751	-0.404397	-0.911968	-1.39193	-1.84433	-2.26926	-2.66687	-3.03734	-3.38092	-3.69786	-3.98846	-4.25303	-4.4919	-4.70541	-4.89388	-5.05766	-5.19708	-5.31242	-5.40399	-5.47204	-5.51678	-5.53841	-5.53704	-5.51276	-5.46559	-5.39548	-5.30231	-5.18589	-5.04593	-4.88205	-4.6938	-4.4806	-4.24177	-3.9765	-3.68389	-3.36288	-3.01229	-2.6308	-2.21695	-1.76912	-1.28552	-0.764214	-0.203086	0.400155	1.04799	1.74307	2.48828	3.28666	4.14149	5.05627
5.56526	4.67985	3.9586	3.26256	2.59237	1.94856	1.33156	0.741689	0.179204	-0.355735	-0.863041	-1.34269	-1.79474	-2.21929	-2.61648	-2.98652	-3.32965	-3.64614	-3.93627	-4.20038	-4.43878	-4.65182	-4.83983	-5.00315	-5.1421	-5.257	-5.34811	-5.4157	-5.45998	-5.48113	-5.47928	-5.45451	-5.40682	-5.33616	-5.24241	-5.12536	-4.98472	-4.82012	-4.63106	-4.41698	-4.17717	-3.91084	-3.61704	-3.29472	-2.94268	-2.55959	-2.14397	-1.69419	-1.20844	-0.684767	-0.121041	0.485051	1.136	1.8345	2.58342	3.38585	4.24508	5.16462
5.66647	4.75568	4.03415	3.33793	2.66766	2.02384	1.40689	0.817147	0.254837	-0.279881	-0.786928	-1.26629	-1.71803	-2.14224	-2.53909	-2.90877	-3.25154	-3.56766	-3.85743	-4.12116	-4.35919	-4.57186	-4.75951	-4.92246	-5.06104	-5.17555	-5.26628	-5.33346	-5.37733	-5.39804	-5.39572	-5.37044	-5.3222	-5.25095	-5.15654	-5.03877	-4.89734	-4.73184	-4.5418	-4.32662	-4.0856	-3.8179	-3.52259	-3.1986	-2.84471	-2.45958	-2.0417	-1.58942	-1.10093	-0.574256	-0.00724141	0.602443	1.25731	1.96007	2.71362	3.52108	4.38575	5.31116
5.79969	4.85747	4.13587	3.43966	2.76945	2.12575	1.50897	0.919427	0.357351	-0.17711	-0.683882	-1.16296	-1.61439	-2.0383	-2.43484	-2.80422	-3.14668	-3.46249	-3.75196	-4.0154	-4.25313	-4.4655	-4.65284	-4.81549	-4.95375	-5.06794	-5.15831	-5.22513	-5.26859	-5.28886	-5.28606	-5.26024	-5.2114	-5.13947	-5.04431	-4.92569	-4.7833	-4.61673	-4.42549	-4.20897	-3.96644	-3.69707	-3.3999	-3.07383	-2.71765	-2.32999	-1.90932	-1.45398	-0.962137	-0.431786	0.13924	0.753295	1.41292	2.12083	2.87996	3.69345	4.56463	5.49706
5.96401	5.01805	4.26334	3.56734	2.89738	2.25396	1.63748	1.04824	0.486485	-0.047653	-0.554101	-1.03286	-1.48398	-1.90758	-2.30382	-2.67291	-3.01509	-3.33063	-3.61983	-3.88301	-4.12049	-4.3326	-4.51967	-4.68204	-4.82001	-4.93388	-5.02392	-5.09036	-5.1334	-5.1532	-5.14985	-5.12343	-5.0739	-5.00118	-4.90513	-4.7855	-4.64196	-4.47411	-4.28142	-4.06326	-3.81891	-3.54751	-3.24808	-2.91952	-2.56058	-2.16987	-1.74585	-1.28684	-0.790973	-0.256238	0.319562	0.938804	1.60405	2.31804	3.08375	3.90432	4.78312	5.68883
6.15846	5.22506	4.41615	3.72061	3.05112	2.40816	1.79214	1.20336	0.642036	0.10832	-0.397724	-0.876095	-1.32685	-1.75011	-2.14603	-2.51481	-2.8567	-3.17197	-3.4609	-3.72382	-3.96104	-4.1729	-4.35971	-4.5218	-4.65946	-4.773	-4.86266	-4.92868	-4.97124	-4.9905	-4.98653	-4.95938	-4.90903	-4.83538	-4.73826	-4.61742	-4.47251	-4.30311	-4.10867	-3.88857	-3.64204	-3.36821	-3.0661	-2.73456	-2.37234	-1.97802	-1.55005	-1.08671	-0.586128	-0.046258	0.53512	1.16041	1.83219	2.55324	3.32655	4.1553	5.04288	5.89332
6.38206	5.46333	4.59393	3.89914	3.23037	2.5881	1.97274	1.38459	0.823862	0.290704	-0.214817	-0.692701	-1.143	-1.56584	-1.96137	-2.32979	-2.67134	-2.98629	-3.27493	-3.53755	-3.77448	-3.98604	-4.17254	-4.3343	-4.47161	-4.58475	-4.67397	-4.73948	-4.78147	-4.80006	-4.79534	-4.76732	-4.71598	-4.6412	-4.54279	-4.42049	-4.27394	-4.10268	-3.90617	-3.68375	-3.43464	-3.15795	-2.85266	-2.51763	-2.15157	-1.75304	-1.32046	-0.852102	-0.346054	0.199751	0.787559	1.4198	2.09908	2.82821	3.6102	4.44827	5.34583	6.12287
6.63383	5.73182	4.79637	4.10264	3.43488	2.79358	2.17913	1.59182	1.03189	0.499471	-0.00536533	-0.482615	-0.932335	-1.35463	-1.74966	-2.11762	-2.45874	-2.77329	-3.06153	-3.32378	-3.56034	-3.77152	-3.95762	-4.11896	-4.25582	-4.36845	-4.45711	-4.52199	-4.56325	-4.58102	-4.57536	-4.54629	-4.49373	-4.41758	-4.31761	-4.19356	-4.04504	-3.87158	-3.67261	-3.44745	-3.19531	-2.91526	-2.60628	-2.26719	-1.89667	-1.49328	-1.0554	-0.581263	-0.0689501	0.483639	1.07878	1.71892	2.40672	3.145	3.93681	4.78539	5.6942	6.37577
6.91279	6.02949	5.10258	4.33091	3.6645	3.02447	2.41121	1.82502	1.26613	0.734678	0.230736	-0.245688	-0.694643	-1.11623	-1.51061	-1.87796	-2.21851	-2.53251	-2.82024	-3.08198	-3.31803	-3.5287	-3.71427	-3.87505	-4.0113	-4.12327	-4.2112	-4.27526	-4.3156	-4.33234	-4.32552	-4.29512	-4.24109	-4.16326	-4.06143	-3.93528	-3.78442	-3.60835	-3.40648	-3.17812	-2.92243	-2.63849	-2.32523	-1.98145	-1.60582	-1.19685	-0.752901	-0.272191	0.247241	0.80752	1.41095	2.06002	2.7574	3.50596	4.30877	5.16912	6.00338	6.65011
7.21797	6.35532	5.44984	4.58377	3.91912	3.28073	2.669	2.08425	1.52669	0.996479	0.493691	0.0183383	-0.429622	-0.850288	-1.2438	-1.61034	-1.95013	-2.2634	-2.55042	-2.81147	-3.04683	-3.2568	-3.44165	-3.60167	-3.73711	-3.84821	-3.93517	-3.99818	-4.03735	-4.05279	-4.04451	-4.0125	-3.95665	-3.87681	-3.77273	-3.64408	-3.49044	-3.3113	-3.10605	-2.87395	-2.61416	-2.32572	-2.00754	-1.65839	-1.27691	-0.861595	-0.410771	0.0773795	0.604844	1.17378	1.78652	2.44558	3.15368	3.91371	4.72878	5.6022	6.32286	6.94385
7.54837	6.70831	5.82628	4.90224	4.19871	3.56238	2.95258	2.36963	1.81377	1.28513	0.783813	0.309833	-0.136845	-0.556309	-0.948693	-1.31417	-1.65294	-1.96523	-2.2513	-2.51142	-2.74585	-2.95487	-3.13875	-3.29775	-3.43212	-3.54207	-3.62779	-3.68945	-3.72715	-3.74095	-3.73088	-3.69688	-3.63883	-3.55656	-3.44979	-3.31818	-3.16127	-2.97854	-2.76934	-2.53291	-2.26839	-1.97479	-1.65098	-1.29572	-0.907615	-0.485116	-0.0265337	0.469986	1.00646	1.58508	2.20822	2.87842	3.59843	4.37118	5.19982	6.04495	6.66094	7.25484
7.90294	7.08736	6.23078	5.3332	4.50335	3.86956	3.26215	2.68144	2.12767	1.60101	1.10154	0.629289	0.184242	-0.233685	-0.624612	-0.988699	-1.32614	-1.63715	-1.92197	-2.18084	-2.41404	-2.6218	-2.8044	-2.96207	-3.09504	-3.2035	-3.28764	-3.34758	-3.38342	-3.39521	-3.38292	-3.3465	-3.28581	-3.20063	-3.09067	-2.95556	-2.79483	-2.60791	-2.39414	-2.15273	-1.88278	-1.58329	-1.25309	-0.890901	-0.495305	-0.0647252	0.402564	0.908449	1.45498	2.04439	2.67907	3.36162	4.0948	4.88161	5.72521	6.42907	7.01514	7.5809
8.28053	7.49131	6.66216	5.79315	4.8843	4.20251	3.598	3.02003	2.46884	1.9446	1.44742	0.977333	0.53433	0.118343	-0.270735	-0.633052	-0.968784	-1.27814	-1.56133	-1.81859	-2.05018	-2.25632	-2.43725	-2.5932	-2.72437	-2.83095	-2.91308	-2.97088	-3.00442	-3.01372	-2.99875	-2.95941	-2.89554	-2.8069	-2.69318	-2.55398	-2.38879	-2.19702	-1.97799	-1.73087	-1.45473	-1.14854	-0.811098	-0.441102	-0.0370895	0.402545	0.879562	1.39588	1.95359	2.55496	3.20241	3.89859	4.64629	5.44855	6.25531	6.82762	7.38306	7.91985
