11.7812	11.9919	12.0033	11.838	11.5222	11.0863	10.5651	9.99807	9.42737	8.89581	8.44275	8.09969	7.88667	7.81058	7.86601	8.03797	8.30528	8.64318	9.02501	9.42292	9.80844	10.153	10.4288	10.6093	10.6699	10.5882
11.8112	11.8076	11.5981	11.2068	10.6619	9.99678	9.25103	8.47054	7.70636	7.01139	6.47265	6.10757	5.88141	5.7998	5.86891	6.09584	6.48898	7.00467	7.55398	8.13252	8.70799	9.24811	9.72149	10.0986	10.3525	10.4591
11.6253	11.3981	10.9561	10.324	9.53172	8.61534	7.6191	6.59632	5.81089	5.16094	4.63971	4.25151	4.00045	3.89085	3.92761	4.11658	4.46497	4.9817	5.67779	6.55462	7.34187	8.09772	8.78665	9.37576	9.83562	10.1405
11.2563	10.7982	10.1133	9.22668	8.16902	6.97836	5.84894	4.93901	4.15065	3.4883	2.9555	2.55525	2.29042	2.16413	2.18011	2.34309	2.6592	3.1363	3.78444	4.61617	5.64696	6.73342	7.65705	8.47361	9.15133	9.66322
10.7407	10.0468	9.11119	7.95859	6.6194	5.38371	4.34477	3.42613	2.63221	1.96619	1.43038	1.02663	0.75666	0.622486	0.626784	0.773274	1.0671	1.51521	2.12675	2.91341	3.88987	5.0741	6.37312	7.43165	8.33732	9.06266
10.1179	9.18689	7.9964	6.57011	5.18828	4.02419	2.97957	2.05925	1.26645	0.60321	0.070725	-0.330236	-0.598968	-0.734446	-0.734941	-0.597638	-0.318259	0.109322	0.69346	1.44512	2.37826	3.5102	4.86203	6.29644	7.43658	8.37805
9.42926	8.26417	6.81951	5.26568	3.97815	2.80915	1.7643	0.847302	0.0602953	-0.59573	-1.12057	-1.51442	-1.77749	-1.90964	-1.90997	-1.77647	-1.50562	-1.092	-0.527942	0.196898	1.09588	2.18578	3.48716	5.02479	6.49654	7.65153
8.71696	7.32614	5.63373	4.21052	2.91709	1.74739	0.705983	-0.204457	-0.98275	-1.62884	-2.14343	-2.52755	-2.78223	-2.90809	-2.90497	-2.77155	-2.50494	-2.10034	-1.55064	-0.846031	0.026372	1.0829	2.34372	3.83323	5.56697	6.92617
8.02274	6.4204	4.7262	3.30777	2.01178	0.844074	-0.191724	-1.09384	-1.86197	-2.49689	-3.00005	-3.37326	-3.61823	-3.73626	-3.72779	-3.59209	-3.3268	-2.92763	-2.38791	-1.69826	-0.846162	0.184378	1.41324	2.86455	4.5671	6.24344
7.3862	5.59306	3.9858	2.56206	1.26558	0.101328	-0.927914	-1.82117	-2.57889	-3.20255	-3.69431	-4.05658	-4.29168	-4.40145	-4.38685	-4.24762	-3.98183	-3.58556	-3.05252	-2.3736	-1.53658	-0.525669	0.678817	2.10087	3.76917	5.64042
6.84317	4.95414	3.40226	1.97502	0.679141	-0.48117	-1.50387	-2.38866	-3.13664	-3.74991	-4.23116	-4.58335	-4.80929	-4.91125	-4.89059	-4.7474	-4.48009	-4.08503	-3.55613	-2.88451	-2.05809	-1.06121	0.125754	1.52676	3.17048	5.09071
6.42378	4.53392	2.97551	1.54585	0.250969	-0.905613	-1.92246	-2.79985	-3.53944	-4.14379	-4.61608	-4.95968	-5.17775	-5.27292	-5.24684	-5.09985	-4.83056	-4.43551	-3.90876	-3.24151	-2.42171	-1.43373	-0.257894	1.12982	2.7582	4.66119
6.1505	4.2669	2.7034	1.27196	-0.02199	-1.17547	-2.18757	-3.05904	-3.79193	-4.38924	-4.85446	-5.19128	-5.40313	-5.49285	-5.46229	-5.31192	-5.04046	-4.64452	-4.11815	-3.45256	-2.63563	-1.65162	-0.480724	0.90127	2.52338	4.41982
6.03647	4.1496	2.58225	1.14949	-0.143753	-1.29493	-2.30351	-3.17064	-3.89868	-4.49089	-4.95102	-5.28295	-5.49026	-5.57592	-5.54185	-5.38854	-5.11473	-4.71696	-4.1892	-3.52253	-2.70466	-1.71963	-0.547395	0.836556	2.46158	4.36224
6.08478	4.17733	2.60745	1.17391	-0.118724	-1.26825	-2.27443	-3.13865	-3.8635	-4.4524	-4.90923	-5.23795	-5.44221	-5.52496	-5.4881	-5.33205	-5.05542	-4.6546	-4.12338	-3.45257	-2.62962	-1.63825	-0.458046	0.9359	2.57338	4.48947
6.28928	4.34481	2.77407	1.34067	0.0489005	-1.09925	-2.10373	-2.96607	-3.68895	-4.27587	-4.73072	-5.05745	-5.25964	-5.34014	-5.30069	-5.14156	-4.86112	-4.45548	-3.91814	-3.23955	-2.40679	-1.40313	-0.207709	1.20491	2.86507	4.80842
6.63662	4.6467	3.0774	1.64568	0.355708	-0.790663	-1.79346	-2.65424	-3.37569	-3.96124	-4.41471	-4.73991	-4.94025	-5.01837	-4.97577	-4.81241	-4.52633	-4.11328	-3.56632	-2.87546	-2.02728	-1.00452	0.214274	1.65515	3.34912	5.33253
7.10882	5.16488	3.51356	2.086	0.799664	-0.3436	-1.34379	-2.20237	-2.92192	-3.50573	-3.9574	-4.28051	-4.47819	-4.55277	-4.50537	-4.33556	-4.04094	-3.61677	-3.05558	-2.34684	-1.4765	-0.42665	0.824842	2.30475	4.04486	5.98159
7.68495	5.90162	4.0801	2.66035	1.38069	0.24308	-0.752335	-1.60685	-2.3228	-2.90321	-3.35139	-3.67056	-3.86347	-3.93201	-3.87685	-3.69703	-3.3896	-2.94922	-2.36782	-1.63416	-0.733493	0.352846	1.6478	3.17897	4.97901	6.65964
8.34139	6.74954	4.79916	3.36973	2.10126	0.973329	-0.0136618	-0.860712	-1.56983	-2.14367	-2.58512	-2.89694	-3.08138	-3.1398	-3.07229	-2.87727	-2.55113	-2.08784	-1.47856	-0.711288	0.229559	1.3635	2.71439	4.31077	6.16312	7.39946
9.05093	7.67857	5.9703	4.21799	2.96697	1.8545	0.881359	0.0469405	-0.650323	-1.21259	-1.64223	-1.94145	-2.11188	-2.15424	-2.06793	-1.85063	-1.49798	-1.00312	-0.356379	0.455153	1.44799	2.64261	4.0639	5.74146	7.15159	8.16198
9.78151	8.65268	7.21327	5.4768	3.98714	2.89795	1.94612	1.13155	0.453246	-0.0903781	-0.501053	-0.780303	-0.929059	-0.947274	-0.833546	-0.584737	-0.195584	0.341671	1.03767	1.90633	2.96519	4.23583	5.74425	7.19204	8.12831	8.90922
10.4954	9.62883	8.47811	7.06177	5.4036	4.11959	3.19884	2.41369	1.76378	1.24823	0.866053	0.616512	0.499498	0.515922	0.668092	0.960095	1.39818	1.99113	2.75066	3.6918	4.83323	6.19774	7.5464	8.36025	9.05321	9.60531
11.1495	10.5575	9.70697	8.62047	7.32664	5.86391	4.66321	3.91963	3.31015	2.83474	2.49324	2.2858	2.21326	2.2775	2.48184	2.83142	3.33359	3.99827	4.83836	5.87009	7.11342	8.19547	8.86582	9.4337	9.88961	10.2164
11.6965	11.3845	10.8372	10.0794	9.14229	8.06542	6.9008	5.71638	5.12782	4.7075	4.42176	4.27175	4.25936	4.38754	4.66074	5.08527	5.66968	6.42514	7.36582	8.47404	9.09836	9.61959	10.0457	10.3764	10.6028	10.7098
12.0867	12.0536	11.8047	11.3658	10.7676	10.0483	9.25439	8.44306	7.68112	7.04128	6.70057	6.62652	6.69316	6.90464	7.26664	7.78674	8.4748	9.19217	9.746	10.2083	10.577	10.8563	11.049	11.1529	11.1592	11.0538
